,맥주정보,검색이름,맥주이름
0,"Pimot(1,282)
🇪🇸Castelló de la Plana, Spain
1.7June 5, 2021
Color amarillo pálido transparente con espuma medio-alta blanca de poca retención y residuo nulo. Aroma a arroz y metal con notas a lúpulo noble y minerales. Sabor a cereal…
Show more
CAN
Aroma
3
Appearance
2
Flavor
4
Mouthfeel
2
Overall
6",Budweiser,Budweiser
1,"ITFCfan(198)
🇬🇧Ipswich, England
1.8May 16, 2021
Aroma hint of malt, grain and corn but not a lot else. Taste of nothing really and moderate carbonation. Palate cleanser at best.
BOTTLE
Aroma
3
Appearance
2
Flavor
2
Mouthfeel
3
Overall
8",Budweiser,Budweiser
2,"RobPhilipson(175)
1.0May 3, 2021
Tastes of literally nothing, quite impressive. In a crowded field it manages to be the worst lager. Dreadful.
Aroma
-
Appearance
-
Flavor
-
Mouthfeel
-
Overall
-",Budweiser,Budweiser
3,"JDsz5(427)
1.9April 20, 2021
Aroma 4. Appearance 3. Taste 3. Palate 2. Overall 7. Malt and sweet aroma. Taste of water with a hint of crisp. ""You cannot taste bad if you have no taste"".
BOTTLE
Aroma
4
Appearance
3
Flavor
3
Mouthfeel
2
Overall
7",Budweiser,Budweiser
4,"fiery1(3,892)
🇨🇦Vancouver, Canada
2.7April 13, 2021
355ml can @ Casa de Mi Polola. Pours a clear golden colour with a medium white head. Nose is very light malts. Flavour is very much as the nose, sweet light malt. Light bodied,…
Show more
CAN
Aroma
6
Appearance
3
Flavor
5
Mouthfeel
3
Overall
10",Budweiser,Budweiser
5,"TrappistChief14(1)
0.5March 27, 2021
While having an Indian meal in bring your own bottle restaurant, the couple next to me had to leave to go to a theatre performance. The man had 2 Budweisers left over…
Show more
CAN
@ Edinburgh University Library Bar
Aroma
1
Appearance
1
Flavor
1
Mouthfeel
1
Overall
1",Budweiser,Budweiser
6,"Jerseyislandbeer(3,019)
🇯🇪Jersey
2.2March 15, 2021
Old rating from 2014 - 330ml bottle, pours dark golden with a white head. Aromas & tastes of corn, grain, cereal & flora. Moderate body. Sweet malty finish
BOTTLE
Aroma
5
Appearance
2
Flavor
4
Mouthfeel
2
Overall
9",Budweiser,Budweiser
7,"MaltoseMuse64(19)
0.7March 13, 2021
Generally of a corn flavor. But be shot for everything can be related to a beer. Not a good beer because we are not factoring in price here :>
Aroma
1
Appearance
1
Flavor
2
Mouthfeel
1
Overall
2",Budweiser,Budweiser
8,"yannbeer(7)
🇪🇸Madrid, Spain
1.8February 28, 2021
Cerveza amarilla muy pálida y muy brillante, una de las cervezas más transparentes que he probado. Espuma blanca y poco persistente.…
Show more
BOTTLE
Aroma
2
Appearance
4
Flavor
2
Mouthfeel
3
Overall
7",Budweiser,Budweiser
9,"giffey6(22)
2.8February 19, 2021
Hard not to root for the Anheuser-Busch brand being from the St Louis area, but this one isn't one of my favorites of theirs. Not terrible by any means, and is easy to drink, but…
Show more
CAN
Aroma
6
Appearance
3
Flavor
6
Mouthfeel
3
Overall
10",Budweiser,Budweiser
10,"GregMooreNH(5,390)
🇺🇸Bedford, United States
1.2February 18, 2021
Originally designed from a strong Czech pilsner recipe, this beer has strayed far off the path.  Pours clear golden with a three finger, white head.  Aroma is corn and faint hope.…
Show more
BOTTLE
@ Murphy’s Taproom
Aroma
3
Appearance
2
Flavor
2
Mouthfeel
1
Overall
4",Budweiser,Budweiser
11,"lukasrate(4)
1.5January 25, 2021
Inte mycket smak med de man känner är de Inge fel på. Servera gärna kyld.
Aningen för blaskig för mig.
Aroma
-
Appearance
-
Flavor
-
Mouthfeel
-
Overall
-
1",Budweiser,Budweiser
12,"Theosupersinne(13)
🇸🇪Gävle, Sweden
1.7January 25, 2021
Vattnig öl med lite smak men den smaken som fanns var det inget fel på vilket är en skam då den bara hade behövt lite mer fyllighet för att få högre betyg.
CAN
Aroma
3
Appearance
4
Flavor
2
Mouthfeel
2
Overall
6",Budweiser,Budweiser
